trial;score
0;0.7
1;0.766667
2;0.8
3;0.633333
4;0.833333
5;0.733333
6;0.566667
7;0.866667
8;0.733333
9;0.8
10;0.8
11;0.866667
12;0.5
13;0.766667
14;0.833333
15;0.866667
16;0.7
17;0.833333
18;0.8
19;0.7
20;0.833333
21;0.7
22;0.7
23;0.633333
24;0.833333
25;0.766667
26;0.833333
27;0.833333
28;0.733333
29;0.766667
