trial;score
0;0.766667
1;0.666667
2;0.7
3;0.733333
4;0.8
5;0.666667
6;0.733333
7;0.766667
8;0.766667
9;0.666667
10;0.766667
11;0.8
12;0.733333
13;0.8
14;0.666667
15;0.733333
16;0.733333
17;0.733333
18;0.8
19;0.733333
20;0.733333
21;0.633333
22;0.666667
23;0.666667
24;0.733333
25;0.666667
26;0.766667
27;0.7
28;0.733333
29;0.666667
