trial;score
0;0.7
1;0.733333
2;0.766667
3;0.8
4;0.9
5;0.9
6;0.733333
7;0.833333
8;0.833333
9;0.633333
10;0.733333
11;0.733333
12;0.866667
13;0.6
14;0.633333
15;0.633333
16;0.733333
17;0.733333
18;0.8
19;0.633333
20;0.666667
21;0.633333
22;0.733333
23;0.766667
24;0.9
25;0.866667
26;0.666667
27;0.8
28;0.8
29;0.766667
