trial;score
0;0.3
1;0.266667
2;0.3
3;0.266667
4;0.333333
5;0.333333
6;0.333333
7;0.333333
8;0.366667
9;0.266667
10;0.433333
11;0.3
12;0.4
13;0.333333
14;0.333333
15;0.266667
16;0.4
17;0.3
18;0.4
19;0.366667
20;0.233333
21;0.333333
22;0.366667
23;0.3
24;0.333333
25;0.266667
26;0.233333
27;0.3
28;0.333333
29;0.333333
