trial;score
0;0.6
1;0.566667
2;0.466667
3;0.566667
4;0.466667
5;0.7
6;0.5
7;0.633333
8;0.566667
9;0.433333
10;0.6
11;0.5
12;0.5
13;0.5
14;0.466667
15;0.666667
16;0.433333
17;0.5
18;0.7
19;0.533333
20;0.6
21;0.566667
22;0.6
23;0.666667
24;0.466667
25;0.433333
26;0.5
27;0.633333
28;0.5
29;0.5
