trial;score
0;0.533333
1;0.4
2;0.466667
3;0.533333
4;0.633333
5;0.5
6;0.466667
7;0.666667
8;0.533333
9;0.466667
10;0.5
11;0.466667
12;0.433333
13;0.4
14;0.566667
15;0.433333
16;0.533333
17;0.5
18;0.7
19;0.566667
20;0.666667
21;0.566667
22;0.366667
23;0.433333
24;0.5
25;0.533333
26;0.333333
27;0.4
28;0.433333
29;0.4
