trial;score
0;0.533333
1;0.366667
2;0.3
3;0.533333
4;0.566667
5;0.566667
6;0.333333
7;0.4
8;0.533333
9;0.533333
10;0.3
11;0.333333
12;0.433333
13;0.466667
14;0.433333
15;0.333333
16;0.533333
17;0.6
18;0.333333
19;0.533333
20;0.566667
21;0.533333
22;0.4
23;0.466667
24;0.466667
25;0.466667
26;0.666667
27;0.466667
28;0.333333
29;0.466667
