generation;fitness;score;genome
100;0.677778;0;1001101010000010010010100100001000101101000001010000010000001111000100100000001100010100001001000010010011010100011010010000000000100100001011100000010000010000100010000000001010001001100110011010000100000011011001101000110110010001100000000100011001100000101101101000000000000001110100101001000000010010100000000010010000010101010010001101001000000000010000000111001101001111011011000010001011010111;
