trial;score
0;0.833333
1;0.833333
2;0.833333
3;0.8
4;0.8
5;0.833333
6;0.833333
7;0.8
8;0.766667
9;0.766667
10;0.733333
11;0.633333
12;0.9
13;0.766667
14;0.8
15;0.8
16;0.766667
17;0.7
18;0.866667
19;0.766667
20;0.766667
21;0.8
22;0.766667
23;0.833333
24;0.833333
25;0.8
26;0.766667
27;0.666667
28;0.933333
29;0.666667
