trial;score
0;0.9
1;0.833333
2;0.833333
3;0.733333
4;0.766667
5;0.8
6;0.7
7;0.733333
8;0.833333
9;0.733333
10;0.766667
11;0.733333
12;0.666667
13;0.8
14;0.666667
15;0.666667
16;0.633333
17;0.866667
18;0.833333
19;0.7
20;0.766667
21;0.8
22;0.7
23;0.766667
24;0.633333
25;0.766667
26;0.633333
27;0.766667
28;0.8
29;0.7
