generation;fitness;score;genome
80;0.866667;0;1000011011100100000000111110101110110100010000000000110000010000100100101100101000000001000010100000000110100100000001010110000100001000100000000000000000100100110000011000000000001000100100100000010101110010001100000000000100001010010000010000000010000100000000000100000001000110001101000110000100011001000100011010000110001010000100011000101010010100100000000000100100100100010010100010100011000101;
