trial;score
0;0.866667
1;0.8
2;0.833333
3;0.766667
4;0.8
5;0.9
6;0.8
7;0.933333
8;0.933333
9;0.833333
10;0.8
11;0.833333
12;0.733333
13;0.8
14;0.833333
15;0.9
16;0.866667
17;0.8
18;0.833333
19;0.833333
20;0.733333
21;0.866667
22;0.866667
23;0.766667
24;0.766667
25;0.8
26;0.7
27;0.866667
28;0.8
29;0.933333
