trial;score
0;0.9
1;0.833333
2;0.766667
3;0.9
4;0.833333
5;0.966667
6;0.833333
7;0.766667
8;0.933333
9;0.633333
10;0.8
11;0.666667
12;0.833333
13;0.733333
14;0.9
15;0.833333
16;0.8
17;0.766667
18;0.866667
19;0.8
20;0.733333
21;0.833333
22;0.766667
23;0.9
24;0.766667
25;0.766667
26;0.9
27;0.766667
28;0.666667
29;0.933333
